url,tool,audit_id,title,description,wcag,category,severity,impact,help_url,element,selector,failure_summary
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(8)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(9)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","page-has-heading-one","Page should contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=axeAPI","<html lang=""en"">","html","Fix all of the following:
  Page must have a level-one heading"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","heading-order","Heading levels should only increase by one","Ensures the order of headings is semantically correct","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/heading-order?application=axeAPI","<h5 class=""font-secondary heading-5 font-normal"">DLSU KIST Park holds open house, welcomes two industry giants</h5>",".with-calendar.grid-item:nth-child(1) > .grid-content > .heading-5","Fix any of the following:
  Heading order invalid"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""top-bar-content"">",".top-bar-content","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph/"" class=""logo"">",".logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" class=""btn menu-close-btn"">
                        <img src=""https://www.dlsu.edu.ph/wp-content/themes/dlsu/assets/images/icon/x-close.svg"" alt="""">
                    </a>",".menu-close-btn","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph"" class=""site-logo"">
        <img src=""https://www.dlsu.edu.ph/wp-content/uploads/2025/02/logo.png"" alt="""">
    </a>",".site-logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(1)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(2)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(3)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(4)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(5)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(6)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(7)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(8)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(9)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/campus-life-landing/","axe","page-has-heading-one","Page should contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=axeAPI","<html lang=""en"">","html","Fix all of the following:
  Page must have a level-one heading"
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","heading-order","Heading levels should only increase by one","Ensures the order of headings is semantically correct","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/heading-order?application=axeAPI","<h4 class=""widget-title"">Office of the University Registrar</h4>","#nav_menu-110 > h4","Fix any of the following:
  Heading order invalid"
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-110"" class=""widget widget_nav_menu"">","#nav_menu-110","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-111"" class=""widget widget_nav_menu"">","#nav_menu-111","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-112"" class=""widget widget_nav_menu"">","#nav_menu-112","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-113"" class=""widget widget_nav_menu""><h4 class=""widget-title"">Dean’s Honor List</h4></aside>","#nav_menu-113","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-114"" class=""widget widget_nav_menu"">","#nav_menu-114","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-115"" class=""widget widget_nav_menu"">","#nav_menu-115","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-116"" class=""widget widget_nav_menu"">","#nav_menu-116","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-117"" class=""widget widget_nav_menu"">","#nav_menu-117","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""nav_menu-118"" class=""widget widget_nav_menu"">","#nav_menu-118","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""width-navigation table-cell table-right"">",".width-navigation","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<div id=""sidebar"" class=""widget-area col-sm-3 sticky-sidebar sidebar_header_v4"" role=""complementary"" style=""position: relative; overflow: visible; box-sizing: border-box; min-height: 1px;"">","#sidebar","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#""><img src=""/wp-content/uploads/2018/02/the-future-begins-here-300x22.png"" alt="""" width=""300"" height=""22"" class=""alignnone size-medium wp-image-10456""></a>","center > a[href=""#""]","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" id=""back-to-top"">
				<i class=""fa fa-chevron-up"" aria-hidden=""true""></i>
			</a>","#back-to-top","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/offices/registrar/academic-calendar/","axe","region","All page content should be contained by landmarks","Ensures all page content is contained by landmarks","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/region?application=axeAPI","<div class=""top_heading  _out"">",".top_heading","Fix any of the following:
  Some page content is not contained by landmarks"
"https://www.dlsu.edu.ph/program/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""top-bar-content"">",".top-bar-content","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://www.dlsu.edu.ph/program/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph/"" class=""logo"">",".logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/program/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" class=""btn menu-close-btn"">
                        <img src=""https://www.dlsu.edu.ph/wp-content/themes/dlsu/assets/images/icon/x-close.svg"" alt="""">
                    </a>",".menu-close-btn","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/program/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" class=""btn modal-close-btn"">
                    <img src=""https://www.dlsu.edu.ph/wp-content/themes/dlsu/assets/images/icon/x-close.svg"" alt="""">
                </a>",".modal-close-btn","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/program/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph"" class=""site-logo"">
        <img src=""https://www.dlsu.edu.ph/wp-content/uploads/2025/02/logo.png"" alt="""">
    </a>",".site-logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(1)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(2)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(3)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(4)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(5)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(6)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(7)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(8)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(9)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/program/","axe","page-has-heading-one","Page should contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=axeAPI","<html lang=""en"">","html","Fix all of the following:
  Page must have a level-one heading"
"https://old.dlsu.edu.ph/offices/osa/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""width-navigation table-cell table-right"">",".width-navigation","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://old.dlsu.edu.ph/offices/osa/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a class=""facebook hasTooltip"" href=""https://www.facebook.com/DLSUStudentAffairs"" target=""_blank""><i class=""fa fa-facebook""></i></a>",".facebook","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/offices/osa/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a class=""twitter hasTooltip"" href=""https://twitter.com/dlsu_osa"" target=""_blank""><i class=""fa fa-twitter""></i></a>",".twitter","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/offices/osa/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a class=""instagram hasTooltip"" href=""https://www.instagram.com/dlsustudentaffairs/"" target=""_blank""><i class=""fa fa-instagram""></i></a>",".instagram","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/offices/osa/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#""><img src=""/wp-content/uploads/2018/02/the-future-begins-here-300x22.png"" alt="""" width=""300"" height=""22"" class=""alignnone size-medium wp-image-10456""></a>","center > a[href=""#""]","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/offices/osa/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" id=""back-to-top"">
				<i class=""fa fa-chevron-up"" aria-hidden=""true""></i>
			</a>","#back-to-top","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/faculty/","axe","image-alt","Images must have alternate text","Ensures <img> elements have alternate text or a role of none or presentation","1.1.1","Images","High","critical","https://dequeuniversity.com/rules/axe/4.9/image-alt?application=axeAPI","<img src=""/wp-content/uploads/2018/08/search-3-24.png"">","#id6a03e2ee94cbb > img","Fix any of the following:
  Element does not have an alt attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element's default semantics were not overridden with role=""none"" or role=""presentation"""
"https://old.dlsu.edu.ph/faculty/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""custom_html-7"" class=""widget_text widget widget_custom_html""><div class=""textwidget custom-html-widget""></div></aside>","#custom_html-7","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/faculty/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""list-post-8"" class=""widget widget_list-post""><div class=""thim-widget-list-post thim-widget-list-post-base""></div></aside>","#list-post-8","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/faculty/","axe","landmark-complementary-is-top-level","Aside should not be contained in another landmark","Ensures the complementary landmark or aside is at top level","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=axeAPI","<aside id=""siteorigin-panels-builder-15"" class=""widget widget_siteorigin-panels-builder"">","#siteorigin-panels-builder-15","Fix any of the following:
  The complementary landmark is contained in another landmark."
"https://old.dlsu.edu.ph/faculty/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""width-navigation table-cell table-right"">",".width-navigation","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://old.dlsu.edu.ph/faculty/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<div id=""sidebar"" class=""widget-area col-sm-3 sticky-sidebar sidebar_header_v4"" role=""complementary"" style=""position: relative; overflow: visible; box-sizing: border-box; min-height: 1px;"">","#sidebar","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://old.dlsu.edu.ph/faculty/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#""><img src=""/wp-content/uploads/2018/02/the-future-begins-here-300x22.png"" alt="""" width=""300"" height=""22"" class=""alignnone size-medium wp-image-10456""></a>","center > a[href=""#""]","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/faculty/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" id=""back-to-top"">
				<i class=""fa fa-chevron-up"" aria-hidden=""true""></i>
			</a>","#back-to-top","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://old.dlsu.edu.ph/faculty/","axe","region","All page content should be contained by landmarks","Ensures all page content is contained by landmarks","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/region?application=axeAPI","<div class=""top_heading  _out"">",".top_heading","Fix any of the following:
  Some page content is not contained by landmarks"
"https://old.dlsu.edu.ph/give/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""width-navigation table-cell table-right"">",".width-navigation","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
